name,year,selling_price_inr,km_driven,fuel,seller_type,transmission,owner,seats,engine_cc,max_power_bhp,brand
BMW 3 Series 320d,2010.0,1040000.0,95000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,170.0,BMW
Hyundai i20 Active SX Diesel,2018.0,630000.0,40000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.76,Hyundai
Hyundai Verna 1.6 SX CRDI (O) AT,2014.0,550000.0,89000.0,Diesel,Dealer,Automatic,First Owner,5,1582.0,126.32,Hyundai
Tata Hexa XT,2017.0,1220000.0,186000.0,Diesel,Individual,Manual,First Owner,7,2179.0,153.86,Tata
Maruti Wagon R AMT VXI Option,2017.0,400000.0,10000.0,Petrol,Individual,Automatic,First Owner,5,998.0,67.0,Maruti
Ford Figo 1.5D Ambiente MT,2016.0,350000.0,70000.0,Diesel,Individual,Manual,Second Owner,5,1498.0,99.0,Ford
Hyundai Elite i20 Diesel Sportz,2019.0,700000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.76,Hyundai
Tata Indigo LX,2012.0,210000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1405.0,70.0,Tata
Toyota Fortuner 3.0 Diesel,2013.0,1450000.0,127000.0,Diesel,Dealer,Manual,First Owner,7,2982.0,171.0,Toyota
Tata Nexon 1.5 Revotorq XZ Plus,2019.0,1000000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1497.0,108.5,Tata
Tata Manza ELAN Quadrajet BS IV,2012.0,300000.0,20000.0,Diesel,Individual,Manual,First Owner,5,1248.0,88.8,Tata
Honda City i DTEC E,2015.0,650000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Chevrolet Sail 1.3 LS,2016.0,250000.0,60000.0,Diesel,Individual,Manual,Second Owner,5,1248.0,74.0,Chevrolet
Maruti Swift VXI,2012.0,325000.0,50500.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8,Maruti
Tata Indigo eLX BS IV,2011.0,300000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1396.0,69.0,Tata
Maruti Alto LXi,2008.0,110000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,796.0,46.3,Maruti
Honda City i VTEC CVT SV,2015.0,650000.0,80484.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,117.3,Honda
Honda City i DTec SV,2015.0,550000.0,60000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Ertiga ZXI,2013.0,590000.0,58277.0,Petrol,Dealer,Manual,First Owner,7,1373.0,93.7,Maruti
Ford Ecosport 1.5 DV5 MT Trend,2013.0,565000.0,74000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,89.84,Ford
Hyundai Verna 1.4 VTVT,2017.0,650000.0,36000.0,Petrol,Individual,Manual,First Owner,5,1396.0,105.5,Hyundai
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019.0,525000.0,36000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.86,Hyundai
Toyota Innova 2.5 EV (Diesel) PS 8 Seater BS IV,2013.0,850000.0,120000.0,Diesel,Individual,Manual,Second Owner,8,2494.0,100.57,Toyota
Volkswagen Polo Select 1.5 TDI Highline,2015.0,435000.0,28500.0,Diesel,Dealer,Manual,First Owner,5,1498.0,88.7,Volkswagen
Renault Duster Petrol RXS CVT,2018.0,1155000.0,48133.0,Petrol,Dealer,Automatic,First Owner,5,1498.0,104.5,Renault
Honda Brio S MT,2014.0,350000.0,24000.0,Petrol,Individual,Manual,First Owner,5,1198.0,86.8,Honda
Volkswagen Ameo 1.5 TDI Comfortline,2020.0,800000.0,25000.0,Diesel,Individual,Manual,First Owner,5,1498.0,108.62,Volkswagen
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,2018.0,785000.0,80000.0,Diesel,Individual,Manual,First Owner,5,1497.0,108.5,Tata
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007.0,300000.0,110000.0,Diesel,Individual,Manual,First Owner,7,2179.0,120.0,Mahindra
Tata Nexon 1.5 Revotorq XM,2018.0,700000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1497.0,108.5,Tata
Tata Safari Storme VX,2015.0,620000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2179.0,138.1,Tata
Mahindra Quanto C6,2013.0,275000.0,45000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Hyundai i10 Magna,2007.0,225000.0,78000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Honda Jazz 1.2 V AT i VTEC,2015.0,575000.0,50000.0,Petrol,Individual,Automatic,First Owner,5,1199.0,88.7,Honda
Mahindra Xylo E4 BS IV,2010.0,250000.0,60000.0,Diesel,Individual,Manual,Second Owner,7,2498.0,112.0,Mahindra
Toyota Innova Crysta 2.8 GX AT BSIV,2016.0,1630000.0,40000.0,Diesel,Individual,Automatic,Second Owner,7,2755.0,171.5,Toyota
Hyundai Verna Transform SX VGT CRDi,2011.0,450000.0,78333.0,Diesel,Dealer,Manual,First Owner,5,1493.0,110.0,Hyundai
Maruti Swift VDI BSIV,2014.0,550000.0,70000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai EON Era,2014.0,275000.0,47865.0,Petrol,Dealer,Manual,First Owner,5,814.0,55.2,Hyundai
Maruti Swift VDI,2012.0,450000.0,87000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Toyota Innova 2.5 GX (Diesel) 8 Seater,2008.0,525000.0,95000.0,Diesel,Dealer,Manual,First Owner,8,2494.0,100.6,Toyota
BMW 3 Series 320d Highline,2012.0,775000.0,86000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,181.0,BMW
Tata Tigor XZ Plus Diesel,2019.0,700000.0,60000.0,Diesel,Individual,Manual,First Owner,5,1047.0,69.0,Tata
Mahindra XUV300 W8 Option BSIV,2019.0,1050000.0,15000.0,Petrol,Individual,Manual,First Owner,5,1197.0,110.0,Mahindra
Tata Indigo CS eGLX BS IV,2011.0,90000.0,90000.0,Petrol,Individual,Manual,Second Owner,5,1193.0,64.08,Tata
Ford Figo Diesel LXI,2014.0,450000.0,63000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.05,Ford
Hyundai i20 Active 1.2,2017.0,520000.0,48000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.86,Hyundai
Maruti Ritz LXI,2013.0,325000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8,Maruti
Honda City i-DTEC VX,2019.0,1050000.0,21000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,97.9,Honda
Toyota Corolla Executive (HE),2006.0,500000.0,100000.0,Petrol,Individual,Manual,First Owner,5,1794.0,125.0,Toyota
Tata Safari Storme EX,2017.0,850000.0,162000.0,Diesel,Individual,Manual,First Owner,7,2179.0,147.94,Tata
Tata Harrier XZ,2019.0,1650000.0,15000.0,Diesel,Dealer,Manual,First Owner,5,1956.0,167.67,Tata
Hyundai i20 Asta 1.2,2015.0,450000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Maruti Ertiga ZDI,2015.0,750000.0,58000.0,Diesel,Dealer,Manual,First Owner,7,1248.0,88.8,Maruti
Maruti Ertiga VDI,2013.0,480000.0,110000.0,Diesel,Individual,Manual,Third Owner,7,1248.0,88.76,Maruti
BMW 7 Series 730Ld Sedan,2010.0,1950000.0,71000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,258.0,BMW
Hyundai i10 Sportz 1.2,2013.0,250000.0,47000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Maruti Ertiga BSIV ZXI,2016.0,700000.0,50000.0,Petrol,Individual,Manual,First Owner,7,1373.0,91.1,Maruti
Maruti Wagon R LXI BS IV,2011.0,210000.0,90000.0,Petrol,Individual,Manual,Second Owner,5,998.0,67.1,Maruti
Honda City i VTEC SV,2015.0,640000.0,74995.0,Petrol,Dealer,Manual,First Owner,5,1497.0,117.3,Honda
Hyundai Verna 1.6 VGT CRDi,2008.0,170000.0,11400.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Hyundai i20 Magna Optional 1.4 CRDi,2013.0,450000.0,96000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.8,Hyundai
Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,2016.0,1380000.0,40000.0,Diesel,Individual,Manual,First Owner,8,2393.0,147.8,Toyota
Toyota Innova 2.5 VX (Diesel) 7 Seater,2015.0,1299000.0,82000.0,Diesel,Dealer,Manual,First Owner,7,2494.0,100.6,Toyota
Nissan Micra XL,2011.0,200000.0,43500.0,Petrol,Individual,Manual,Second Owner,5,1198.0,75.0,Nissan
Renault KWID RXT,2018.0,400000.0,26000.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.3,Renault
BMW X1 sDrive20d,2015.0,1300000.0,45000.0,Diesel,Dealer,Automatic,First Owner,5,1995.0,184.0,BMW
Volkswagen Passat 2.0 PD DSG,2008.0,400000.0,168877.0,Diesel,Individual,Automatic,First Owner,5,1968.0,140.0,Volkswagen
Maruti Ertiga ZDI,2012.0,520000.0,90000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.8,Maruti
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,2008.0,370000.0,120000.0,Diesel,Individual,Manual,Second Owner,8,2494.0,102.0,Toyota
Hyundai EON 1.0 Era Plus,2017.0,280000.0,40000.0,Petrol,Individual,Manual,First Owner,5,998.0,68.05,Hyundai
Maruti Alto K10 LXI,2013.0,211000.0,76000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Skoda Laura Ambition 2.0 TDI CR MT,2013.0,600000.0,90000.0,Diesel,Individual,Manual,First Owner,5,1968.0,108.5,Skoda
Mahindra XUV500 AT W8 FWD,2017.0,1200000.0,43464.0,Diesel,Dealer,Automatic,First Owner,7,2179.0,140.0,Mahindra
Maruti Wagon R LXI,2000.0,40000.0,80000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Renault KWID RXT,2015.0,245000.00000000003,43719.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.26,Renault
Mahindra Scorpio VLX 2WD AIRBAG BSIII,2011.0,550000.0,260000.0,Diesel,Individual,Manual,Fourth & Above Owner,8,2179.0,120.0,Mahindra
Toyota Innova Crysta 2016-2020 2.4 VX MT BSIV,2017.0,1675000.0,56000.0,Diesel,Dealer,Manual,First Owner,7,2393.0,147.8,Toyota
Ford Figo Diesel ZXI,2013.0,395000.0,76000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,68.0,Ford
Ford Fiesta 1.4 SXi TDCi,2010.0,265000.0,95000.0,Diesel,Dealer,Manual,First Owner,5,1399.0,94.01320284697505,Ford
Hyundai Verna 1.6 SX,2011.0,421000.0,58222.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.32,Hyundai
Hyundai Grand i10 1.2 Kappa Magna AT,2018.0,535000.0,21585.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,81.86,Hyundai
Honda Jazz 1.2 S i VTEC,2016.0,465000.00000000006,29484.0,Petrol,Dealer,Manual,First Owner,5,1199.0,88.7,Honda
Audi A6 45 TFSI Premium Plus,2020.0,4600000.0,3000.0,Petrol,Dealer,Automatic,First Owner,5,1984.0,241.3,Audi
Mahindra XUV500 W8 2WD,2015.0,850000.0,64800.0,Diesel,Individual,Manual,First Owner,7,2179.0,140.0,Mahindra
Maruti Swift LDI BSIV,2014.0,310000.0,60001.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Toyota Innova 2.5 G (Diesel) 8 Seater,2013.0,910000.0,70000.0,Diesel,Individual,Manual,Second Owner,8,2494.0,100.0,Toyota
Hyundai Santa Fe 4x4 AT,2012.0,625000.0,105000.0,Diesel,Dealer,Automatic,First Owner,7,2199.0,194.3,Hyundai
Toyota Camry 2.5 G,2016.0,1250000.0,119851.0,Petrol,Dealer,Automatic,First Owner,5,2494.0,178.4,Toyota
Hyundai Verna 1.6 EX VTVT,2013.0,510000.0,48000.0,Petrol,Dealer,Manual,First Owner,5,1591.0,121.3,Hyundai
Honda Mobilio S i VTEC,2015.0,500000.0,70000.0,Petrol,Individual,Manual,First Owner,7,1497.0,117.3,Honda
Mahindra Bolero SLX,2010.0,400000.0,90000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0,Mahindra
Ford Figo Diesel EXI,2011.0,225000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1399.0,68.0,Ford
Hyundai i10 Sportz AT,2011.0,260000.0,61000.0,Petrol,Dealer,Automatic,First Owner,5,1197.0,78.9,Hyundai
Datsun GO T BSIV,2014.0,225000.0,35000.0,Petrol,Individual,Manual,First Owner,5,1198.0,67.0,Datsun
Ford Fiesta Classic 1.6 SXI Duratec,2010.0,175000.0,26000.0,Petrol,Individual,Manual,First Owner,5,1596.0,99.6,Ford
Maruti Wagon R LXI DUO BSIII,2007.0,90000.0,90000.0,LPG,Individual,Manual,First Owner,5,1061.0,57.5,Maruti
Maruti Alto K10 VXI AGS Optional,2016.0,300000.0,47233.0,Petrol,Dealer,Automatic,First Owner,5,998.0,67.1,Maruti
Maruti Dzire VXI,2009.0,280000.0,91200.0,Petrol,Dealer,Manual,First Owner,5,1197.0,88.5,Maruti
Maruti Ertiga SHVS VDI,2017.0,750000.0,63000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5,Maruti
Tata Sumo SE Plus BSII,2000.0,95000.0,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,10,1948.0,68.0,Tata
Audi Q3 2.0 TDI,2014.0,1150000.0,107000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33,Audi
Hyundai Creta 1.6 VTVT E,2018.0,940000.0,12000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3,Hyundai
Toyota Etios GD,2014.0,550000.0,250000.0,Diesel,Individual,Manual,First Owner,5,1364.0,67.04,Toyota
Maruti Swift Dzire VXI,2013.0,450000.0,67000.0,Petrol,Individual,Manual,First Owner,5,1197.0,85.8,Maruti
Honda Amaze S i-Dtech,2013.0,325000.0,58000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Honda City i-DTEC VX,2017.0,1045000.0,15000.0,Diesel,Individual,Manual,First Owner,5,1498.0,97.9,Honda
Volkswagen Jetta 2.0 TDI Comfortline,2012.0,825000.0,55000.0,Diesel,Dealer,Manual,First Owner,5,1896.0,105.0,Volkswagen
Nissan Terrano XV Premium 110 PS,2015.0,565000.0,130000.0,Diesel,Dealer,Manual,First Owner,5,1461.0,108.5,Nissan
Chevrolet Spark 1.0,2008.0,45000.0,70000.0,Petrol,Individual,Manual,First Owner,5,995.0,62.0,Chevrolet
Honda City i DTEC S,2014.0,505000.0,68000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Omni MPI STD BSIV,2014.0,260000.0,40000.0,Petrol,Individual,Manual,First Owner,5,796.0,34.2,Maruti
Volkswagen Polo 1.5 TDI Comfortline,2015.0,425000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1498.0,88.8,Volkswagen
Honda City V AT,2010.0,475000.0,78000.0,Petrol,Dealer,Automatic,First Owner,5,1497.0,116.3,Honda
Mahindra Supro LX 8 Str,2018.0,400000.0,50000.0,Diesel,Individual,Manual,First Owner,8,909.0,45.0,Mahindra
Hyundai Grand i10 CRDi Asta,2014.0,350000.0,70000.0,Diesel,Individual,Manual,Second Owner,5,1120.0,70.0,Hyundai
Maruti Swift Star VDI,2013.0,400000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Maruti Baleno Delta,2018.0,650000.0,7671.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Honda CR-V 2.4L 4WD AT,2009.0,500000.0,120000.0,Petrol,Individual,Automatic,Second Owner,5,2354.0,158.8,Honda
Maruti Ritz LDi,2016.0,400000.0,60000.0,Diesel,Individual,Manual,Third Owner,5,1248.0,73.94,Maruti
Renault KWID RXT,2016.0,395000.0,14183.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.26,Renault
Honda City i DTEC E,2015.0,750000.0,50000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.6,Honda
Maruti Swift VDI Deca,2016.0,630000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Volkswagen Polo GT TDI,2013.0,590000.0,53000.0,Diesel,Dealer,Manual,First Owner,5,1598.0,103.6,Volkswagen
Hyundai i10 Magna,2008.0,125000.0,57390.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Hyundai
Maruti Alto LX,2011.0,130000.0,60000.0,Petrol,Individual,Manual,Third Owner,5,796.0,46.3,Maruti
Maruti Swift VXI,2018.0,565000.0,13600.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
Maruti Wagon R LXI Minor,2007.0,125000.0,70000.0,Petrol,Individual,Manual,First Owner,5,1061.0,67.0,Maruti
Renault KWID RXT Optional,2018.0,335000.0,33124.0,Petrol,Dealer,Manual,First Owner,5,799.0,53.3,Renault
Maruti Swift VDI,2013.0,360000.0,97000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai i20 Sportz Petrol,2010.0,190000.0,100000.0,Petrol,Individual,Manual,First Owner,5,1197.0,80.0,Hyundai
Hyundai i10 Era,2013.0,261000.0,52000.0,Petrol,Dealer,Manual,First Owner,5,1086.0,68.05,Hyundai
Maruti Ciaz Alpha BSIV,2018.0,840000.0,14774.0,Petrol,Dealer,Manual,First Owner,5,1462.0,103.25,Maruti
Honda City 1.5 V MT,2015.0,785000.0,31996.0,Petrol,Dealer,Manual,First Owner,5,1497.0,118.0,Honda
Maruti Ignis 1.2 Delta BSIV,2017.0,415000.00000000006,30000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.8,Maruti
Toyota Innova 2.5 G (Diesel) 7 Seater,2015.0,840000.0,90000.0,Diesel,Individual,Manual,First Owner,7,2494.0,100.6,Toyota
Mahindra KUV 100 mFALCON D75 K4 Plus 5str,2016.0,475000.0,72643.0,Diesel,Dealer,Manual,First Owner,5,1198.0,77.0,Mahindra
Mahindra Xylo E4 BS IV,2011.0,350000.0,155000.0,Diesel,Individual,Manual,First Owner,7,2498.0,112.0,Mahindra
Honda Amaze E i-DTEC,2017.0,460000.0,97000.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Hyundai EON Era Plus,2015.0,250000.0,80000.0,Petrol,Individual,Manual,First Owner,5,814.0,55.2,Hyundai
Maruti Swift VDI Optional,2016.0,590000.0,120000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai i20 Asta Option 1.4 CRDi,2015.0,635000.0,48000.0,Diesel,Individual,Manual,First Owner,5,1396.0,88.73,Hyundai
Tata Tiago 1.2 Revotron XT,2018.0,360000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1199.0,84.0,Tata
Maruti Wagon R LXI CNG,2013.0,250000.0,63000.0,CNG,Dealer,Manual,First Owner,5,998.0,58.16,Maruti
Maruti Ritz VXI,2010.0,290000.0,390000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,85.8,Maruti
BMW 3 Series 320d Sport Line,2015.0,1750000.0,70000.0,Diesel,Individual,Automatic,First Owner,5,1995.0,184.0,BMW
Mahindra XUV500 W8 2WD,2013.0,825000.0,182340.0,Diesel,Dealer,Manual,First Owner,7,2179.0,140.0,Mahindra
Mahindra TUV 300 T4,2016.0,475000.0,55034.0,Diesel,Dealer,Manual,First Owner,7,1493.0,100.0,Mahindra
Mahindra XUV500 W7 AT BSIV,2019.0,1500000.0,16000.0,Diesel,Dealer,Automatic,First Owner,7,2179.0,152.87,Mahindra
Maruti Alto STD,2008.0,80000.0,100000.0,Petrol,Individual,Manual,First Owner,5,796.0,46.3,Maruti
Maruti Wagon R VXI,2016.0,365000.0,32000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.05,Maruti
Ford Ecosport 2015-2021 1.5 Diesel Ambiente,2016.0,545000.0,78247.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.96,Ford
Maruti Alto K10 VXI Airbag,2018.0,350000.0,20000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.1,Maruti
Maruti Ignis 1.2 Delta BSIV,2017.0,575000.0,35000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Hyundai Verna 1.6 CRDi S,2016.0,850000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1582.0,126.2,Hyundai
Audi Q3 2.0 TDI Quattro Premium Plus,2017.0,2825000.0,22000.0,Diesel,Dealer,Automatic,First Owner,5,1968.0,174.33,Audi
Hyundai Verna 1.6 CRDi EX MT,2012.0,375000.0,61000.0,Diesel,Dealer,Manual,First Owner,5,1582.0,126.3,Hyundai
Mercedes-Benz CLA 200 CDI Sport,2017.0,2500000.0,16000.0,Diesel,Dealer,Automatic,First Owner,5,2143.0,136.0,Mercedes-Benz
Hyundai Grand i10 Sportz,2015.0,486000.0,10000.0,Petrol,Individual,Manual,First Owner,5,1197.0,82.0,Hyundai
Audi A4 New  2.0 TDI Multitronic,2012.0,1195000.0,40000.0,Diesel,Individual,Automatic,First Owner,5,1968.0,140.8,Audi
Hyundai i20 Asta 1.2,2015.0,600000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1197.0,81.83,Hyundai
Mahindra XUV500 AT W6 2WD,2018.0,1400000.0,40000.0,Diesel,Individual,Automatic,First Owner,7,2179.0,140.0,Mahindra
Ford Figo Diesel Titanium,2011.0,155000.0,80000.0,Diesel,Individual,Manual,Third Owner,5,1399.0,68.0,Ford
Honda Jazz S,2011.0,325000.0,58000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,90.0,Honda
Mercedes-Benz E-Class E 220 CDI Avantgarde,2014.0,1475000.0,54000.0,Diesel,Dealer,Automatic,First Owner,5,2148.0,170.0,Mercedes-Benz
Maruti Baleno Delta 1.2,2016.0,560000.0,14500.0,Petrol,Dealer,Manual,First Owner,5,1197.0,83.1,Maruti
Ford Figo Diesel Titanium,2010.0,170000.0,90000.0,Diesel,Individual,Manual,Second Owner,5,1399.0,68.0,Ford
Tata Hexa XTA,2017.0,1300000.0,40000.0,Diesel,Individual,Automatic,First Owner,7,2179.0,153.86,Tata
Honda City i VTEC S,2016.0,710000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1497.0,117.3,Honda
Mahindra Bolero 2011-2019 mHAWK D70 ZLX,2017.0,775000.0,50000.0,Diesel,Dealer,Manual,First Owner,7,1493.0,70.0,Mahindra
Hyundai Verna VTVT 1.6 SX Option,2019.0,1025000.0,20000.0,Petrol,Individual,Manual,First Owner,5,1591.0,121.3,Hyundai
Maruti Ciaz Alpha Diesel,2018.0,1095000.0,30000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,88.5,Maruti
Maruti Wagon R VXI with ABS,2018.0,450000.0,2000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.06,Maruti
Maruti Swift VDI BSIV,2014.0,525000.0,72000.0,Diesel,Dealer,Manual,First Owner,5,1248.0,74.0,Maruti
Volkswagen Vento 1.6 Highline,2015.0,510000.0,52000.0,Petrol,Individual,Manual,First Owner,5,1598.0,103.2,Volkswagen
Maruti Swift LXI Option,2015.0,400000.0,39000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,81.8,Maruti
Mahindra KUV 100 G80 K8 Dual Tone,2018.0,500000.0,60000.0,Petrol,Individual,Manual,First Owner,6,1198.0,82.0,Mahindra
Maruti Celerio ZXI MT BSIV,2019.0,480000.0,10000.0,Petrol,Individual,Manual,First Owner,5,998.0,67.04,Maruti
BMW 7 Series 730Ld,2016.0,5385000.0,56000.0,Diesel,Dealer,Automatic,First Owner,5,2993.0,258.0,BMW
Volkswagen Multivan TDI,2011.0,2150000.0,50000.0,Diesel,Individual,Manual,Second Owner,5,1415.3957345971564,95.91066350710898,Volkswagen
Maruti Eeco 5 Seater AC,2018.0,350000.0,33000.0,Petrol,Dealer,Manual,First Owner,5,1196.0,72.42,Maruti
Honda WR-V i-DTEC VX,2017.0,1005000.0,34052.0,Diesel,Dealer,Manual,First Owner,5,1498.0,98.6,Honda
Ford EcoSport 1.5 Diesel Trend BSIV,2019.0,900000.0,35000.0,Diesel,Individual,Manual,First Owner,5,1498.0,98.96,Ford
Mahindra Scorpio VLX 2WD AIRBAG AT BSIV,2013.0,585000.0,88000.0,Diesel,Dealer,Manual,First Owner,8,2179.0,120.0,Mahindra
Maruti Omni 5 Str STD,2000.0,95000.0,45000.0,Petrol,Individual,Manual,First Owner,5,796.0,35.0,Maruti
Maruti Wagon R LX BSIII,2007.0,100000.0,80000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,64.0,Maruti
Jeep Compass 2.0 Limited,2018.0,800000.0,20000.0,Diesel,Dealer,Manual,First Owner,5,1956.0,170.0,Jeep
Maruti Alto K10 LXI,2013.0,260000.0,52000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.1,Maruti
Honda Amaze S i-Vtech,2017.0,475000.0,53200.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.7,Honda
Mahindra TUV 300 T6,2017.0,700000.0,50000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0,Mahindra
Mahindra TUV 300 T8,2016.0,700000.0,30000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0,Mahindra
Maruti Wagon R LXI Minor,2009.0,120000.0,70000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,67.0,Maruti
Mahindra Bolero PLUS AC,2011.0,380000.0,120000.0,Diesel,Individual,Manual,First Owner,7,2523.0,63.0,Mahindra
Maruti Ertiga SHVS VDI,2017.0,950000.0,35000.0,Diesel,Individual,Manual,First Owner,7,1248.0,88.5,Maruti
Maruti Wagon R LX BSIII,2010.0,200000.0,110000.0,Petrol,Individual,Manual,Second Owner,5,1061.0,64.0,Maruti
Honda Brio 1.2 S MT,2014.0,300000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Maruti Celerio LXI,2015.0,365000.0,34000.0,Petrol,Dealer,Manual,First Owner,5,998.0,67.04,Maruti
Mahindra TUV 300 T6,2016.0,700000.0,50000.0,Diesel,Individual,Manual,First Owner,7,1493.0,100.0,Mahindra
Maruti Swift Dzire ZDI,2015.0,700000.0,122000.0,Diesel,Individual,Manual,First Owner,5,1248.0,74.0,Maruti
Hyundai Xcent 1.1 CRDi S Option,2015.0,530000.0,70000.0,Diesel,Individual,Manual,First Owner,5,1120.0,71.01,Hyundai
Toyota Etios Liva G,2012.0,290000.0,55000.0,Petrol,Dealer,Manual,First Owner,5,1197.0,78.9,Toyota
Hyundai Santro Xing GLS,2014.0,238000.0,60000.0,Petrol,Individual,Manual,First Owner,5,1086.0,62.1,Hyundai
Maruti 800 AC BSII,2005.0,100000.0,45610.0,Petrol,Individual,Manual,First Owner,4,796.0,37.0,Maruti
Hyundai Verna 1.4 VTVT,2016.0,650000.0,40000.0,Petrol,Individual,Manual,First Owner,5,1396.0,105.5,Hyundai
Hyundai i20 Sportz Plus Diesel,2019.0,900000.0,47527.0,Diesel,Dealer,Manual,First Owner,5,1396.0,88.76,Hyundai
Honda Brio V MT,2012.0,295000.0,28361.0,Petrol,Dealer,Manual,First Owner,5,1198.0,86.8,Honda
Maruti Alto Std,2006.0,100000.0,54171.0,Petrol,Dealer,Manual,First Owner,5,796.0,46.3,Maruti
